AudibleLinks
https://www.audible.com/pd/Kushiels-Dart-Part-1-Audiobook/B002V8HEEE
https://www.audible.com/pd/Half-Share-A-Traders-Tale-from-the-Golden-Age-of-the-Solar-Clipper-Book-2-Audiobook/B01GEWJE18
https://www.audible.com/pd/Dead-Six-Part-1-Audiobook/B00I0EODX8
https://www.audible.com/pd/Leviathan-Part-1-The-Lost-Fleet-Beyond-the-Frontier-Book-5-Audiobook/B00U3DTOV0
https://www.audible.com/pd/Steadfast-Part-1-The-Lost-Fleet-Beyond-the-Frontier-Book-4-Audiobook/B00J5RE640
https://www.audible.com/pd/Guardian-Part-1-The-Lost-Fleet-Beyond-the-Frontier-Book-3-Audiobook/B00CJIEIWC
https://www.audible.com/pd/Invincible-The-Lost-Fleet-Beyond-the-Frontier-Book-2-Part-1-Audiobook/B007WU1YE2
https://www.audible.com/pd/Into-the-Storm-Book-One-of-The-Malcontents-Audiobook/B00HS1WT4Y
https://www.audible.com/pd/Child-of-the-Daystar-Part-1-Audiobook/B01ITPND7Y
https://www.audible.com/pd/Skyborn-Part-1-Audiobook/B017MMW9QG
https://www.audible.com/pd/Across-the-Nightingale-Floor-Tales-of-the-Otori-Book-One-Audiobook/B002VAA7UU
https://www.audible.com/pd/The-Dragonbone-Chair-Part-1-Memory-Sorrow-and-Thorn-Book-One-Audiobook/B01HIHI3MO
https://www.audible.com/pd/On-a-Pale-Horse-Part-1-Incarnations-of-Immortality-Book-One-Audiobook/B0036M2BOW
https://www.audible.com/pd/Hyperion-Part-1-Audiobook/B002V5BLIW
https://www.audible.com/pd/Tarnished-Knight-The-Lost-Stars-Book-1-Part-1-Audiobook/B009D0482O
https://www.audible.com/pd/Ex-Heroes-Audiobook/B004Z1E7BS
https://www.audible.com/pd/Steel-World-Part-1-Undying-Mercenaries-Book-1-Audiobook/B00GBC0GB4
https://www.audible.com/pd/When-the-Heavens-Fall-Part-1-The-Chronicles-of-the-Exile-Book-1-Audiobook/B00U1R3UJA
https://www.audible.com/pd/Stolen-Songbird-Part-1-Audiobook/B00U0MG2F0
